review_text,category,rate,
Hàng đẹp cực.,POS,5,
Bao quat la ok nhung đong thì k ổn mình mua 4đoi shop k cho vào túi.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền.,POS,5,
"chất đẹp,giá rẻ,nhưng ship 40k đắt quá.",NEU,3,
Đáng đồng tiền Thời gian giao hàng nhanh.,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
"Lần đầu mua quần áo trên shopee cũng may mua đúng shop bán đồ đẹp, giá rẻ, shop cực dễ thương.",POS,5,
"Tư vấn rất nhiệt tình, chu đáo.",POS,5,
Chất lượng sản phẩm tạm được.,NEU,3,
"Shop phục vụ rất tốt, đã nhận được thẻ và nạp ok ạ.",POS,5,
Váy dài quá.,NEG,2,
Còn thua đồ second hand.,NEG,2,
Rất vừa ý.,POS,5,
Vải ko đáng giá tiền.,NEG,1,
Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Đẹp hợp 5* k nói nhiều.,POS,5,
"Chưa xài nên ko biết chất lượng ,sản phẩm giống hình.",POS,5,
"Trà mùi vị dễ chịu, ko gây nôn như những loại khác m đã từng dùng. uống đc 5 ngày ko cân nhưng thấy ng nhẹ đi nên lên đánh giá cho shop.",POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.shop tư vấn nhiệt tình.,POS,5,
"Chất lượng sản phẩm ổn, hơi thất vọng vì túi bên là túi giả...",NEU,3,
"Áo chất max đẹp 😘 màu chuẩn, dễ phối đồ 💋💋 Chất lượng sản phẩm tuyệt vời.",POS,5,
Shop phục vụ tốt mua k bik bao nhiêu lần.,POS,5,
"Dày dặn, đẹp.",POS,5,
Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.,POS,5,
Hơi nhiều ninon.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn rất thích sản phẩm của shop.,POS,5,
Rất đáng tiền.,POS,5,
Rất đáng tiền 😍.,POS,5,
"Đóng gói kỹ, giao hàng nhanh.",POS,5,
"Shop nhiệt tình lắm ý, c chủ shop đang yêu nữa .",POS,5,
Bạn nào muốn mua nên xem lại cách trừ hao size nhé vì áo rất nhỏ.,NEU,3,
"Chất cotton nhẹ, dễ mix đồ vì nó không dày quá.",POS,5,
Ko bị vỡ như các bình luận trên nói.,POS,5,
Shop phục vụ rất tốt.,POS,5,
Ko ưng hay ko vừa sz shop cho đổi sang sz khác.,NEG,2,
Chất lượng sản phẩm tuyệt vời.,POS,4,
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Giá cả chấp nhận được Thời gian giao hàng rất nhanh.,POS,5,
"Áo đẹp,vải ok, giao hàng nhanh.",POS,4,
Giao hàng nhanh.,POS,5,
Hàng đẹp như hình các nàng mua cứ yên tâm nhé.,POS,5,
"Tuyệt, tất cả đều giống như lời shop giới thiệu sản phẩm, mình đã đặt thêm 6 cái nữa.",POS,5,
"Áo siêu đẹp, mỗi tội luồn dây hơi khó, dây buộc thành nơ thì cũng ngắn quá.",POS,4,
M đã quá chán đổi trả.,NEG,1,
Gửi sai hàng thiếu hàng nói đổi hàng thì bắt trả ship:)).,NEU,3,
B.,NEU,3,
Rất giống hình.,POS,5,
"quần đẹp, màu ưng ý, đóng gói cẩn thận. rất vừa lòng.",POS,5,
Dày ko y hình vì nếu y hình thì chữ nike phải may bằng kim tuyến mình check mã thì ko có mặt hàng này dù rất buồn nhưng cx đã nhận hàng rồi và ko biết phải làm sao😑😑.,NEG,2,
Mặt trong ko đc trần như màu nâu.,NEG,1,
"Mũ rất xinh ý, len mềm co giãn tốt, đội xinh cực.",POS,5,
Quần hệt như hình.,NEU,3,
sp cũng tạm dc.,NEU,3,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh chỉ tiếc dây xanh gắn dây kéo bị ra màu nên e phải cắt bỏ nhưng sản phẩn khá ổn hợp với giá tiền.,POS,5,
Sản phẩm ăn ngon.,POS,4,
Chất lượng sản phẩm tuyệt vời size giày hơn lớn.,POS,5,
Giao hàng nhanh nhưng sản phẩm hơi khác mẫu trong hình.,NEU,3,
"Đẹp hơn sự tưởng tượng, rẻ tiền ma vải lại siêu dày luôn , mọi người ghé ủng hộ shop đi nào.",POS,4,
Mà giao hàng lâu quá lâu.,NEG,2,
Rất khó chịu với cách lv của shop.,NEG,1,
Mình đã nhận hàng Thời gian giao hàng rất nhanh Để mình uống và cảm nhận.,POS,5,
"Hóa đơn thì ghi đủ số tiền mình đặt hàng, giao thì thiếu.",NEG,2,
Rất đáng tiền khuyên m. n nên mua em nó.😘.,POS,5,
Khá tốt có hướng dẫn tiếng việt càng tốt.,POS,4,
Nhận váy mà thất vọng.,NEG,1,
Hàng giao tốc độ thần sầu *______* 2 ngày đã tới tay.,POS,4,
Chất lượng sản phẩm tạm được.,NEU,3,
Không biết người giao hàng làm gì mà hộp méo mọ luôn.,NEG,1,
Sp tối vải đẹp shop phuc vụ tốt .,POS,4,
May đây là kiểu hoạ tiết mình thích nên đã vớt vát được chút.,NEG,2,
Vải rất mềm và mịn.,POS,5,
"Điểm trừ duy nhất là áo adidas mà tem áo lả mango, nhưng không ảnh hưởng gì hết.",POS,4,
"Túi zip bạc, có gói chống ẩm, thêm cái muỗng nữa, thèmmmmmmm...có ai ngờ đó là cám, là cám nghen.",NEU,3,
"Áo đẹp, nhưng chất vải thì chỉ tạm đc thoii.",POS,4,
Nhìn yêu vãi!,POS,5,
Chất lượng sản phẩm tuyệt vời nhưng bị lộn size rồi.,POS,4,
Rất đáng tiền .Thời gian giao hàng rất nhanh.,POS,5,
"Giao hàng rất ân cần, vui vẻ.",POS,5,
Nhưng thời gian giao hàng lâu.,NEG,1,
Giao ko đúng màu đúng mẫu.,NEG,2,
Nói tóm lại sẽ ủng hộ shop dài dài😘😘😘😘.,POS,5,
Như củ.,NEG,2,
"Hàng oke, chất áo đẹp, chủ shop tư vấn nhiệt tình.",POS,5,
Hơi thất vọng là màu k đc tươi như trong hình.,NEU,3,
"rất ok, ngon bổ rẻ.",POS,5,
"Trời ơi, rẻ mà đẹp dã man .",POS,5,
Màu đẹp vải ok nói chung chịu.,POS,4,
Chất lên xù .,NEG,2,
Sp ngắn so với size nên không mặc vừa.,NEG,2,
Đường may lỗi nhiều!,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm tạm được Shop phục vụ rất tốt Thời gian giao hàng nhanh.,POS,5,
tốt.,POS,4,
"Sp sale đẹp, chất lượng.",POS,4,
Quần lót free size mà sao mặc thấy hơi rộng.hk dc ôm lắm.,NEG,1,
Áo rất đẹp <3.,POS,5,
Chất lượng sản phẩm tuyệt vời Shop phục vụ khá tốt Đáng đồng tiền Thời gian giao hàng nhanh.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Shop tư vấn nhiệt tình. 5🌟✅.,POS,5,
Sản phẩm mua 3 chỉ có 1 cái là đẹp,NEG,2,
đẹp lắm luôn ạ.,POS,5,
"Hàng đẹp nha, mình mua màu đỏ, chât liệu k fai voan lụa , nó là voan thô nên sẽ k nhăn.",POS,5,
"Cạp trên bị lệch, đường nay bên trong không đẹp.",NEG,2,
"Gói hàng cẩn thận, mèo nhà mình mới đổi sang loại này rất thích.",POS,5,
"- Giặt tay lần đầu k bị ra màu (quần màu đen) nhưng các màu khác mình khuyên các bạn nên giặt tay lần đầu mặc,để trách bị lem màu nếu các bạn dùng máy giặt.",NEU,3,
"Đóng gói sản phẩm rất đẹp và chắc chắn, hợp giá tiền.",POS,5,
Mua theo cân nặng nên về không thể mặc đc.,NEG,2,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,
Mình đã trừ hao số đo rồi mà vẫn mặc k vừa.,NEU,3,
Sản phẩm cũng ok.,POS,4,
"Bịch đóng gói k kĩ, bị hở nhiều chỗ nên chắc bánh k để dk lâu..",NEG,2,
sao mih mua nua k dc z b.,NEG,2,
Rất đáng tiền.,POS,5,
"Tn tự động báo gquyet trong vòng 1 tuần, mà hnay đã hơn 1 tuần rồi.",NEG,2,
Chất lượng sản phẩm tuyệt vời.,POS,4,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
"Chất lượng sản phẩm tạm được Thời gian giao hàng chậm,.",POS,5,
"Đóng gói ok, hàng nhận được đúng như đã đặt.",POS,5,
Chất áo kém ... áo như li lông Rất không đáng tiền.,NEG,1,
Vải đẹp nhưng size to quá :(((.,POS,4,
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, sản phẩm sài tạm ổn với giá tiền.nên mấy bạn đừng phản hồi nhiều,nói chung không gì rẻ mà tốt hết.sử dụng hợp với giá tiền là dc rồi.",NEU,3,
Chất liệu vải k đẹp.,NEU,3,
Thời gian giao hàng rất nhanh.,POS,5,
Tưởng nhỏ mà hóa ra k nhỏ tí nào.,POS,4,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được.,POS,4,
"Túi rất đẹp, rất hài lòng, cho 5*++++++.",POS,5,
"Được cái nhỏ gọn, ai cần âm thanh to thì nên mua con loa xiaomi hình chữ nhật, tuy cồng kềnh nhưng âm to, phê hơn.",POS,4,
"Sáp khử mùi thì dán nhãn hời hợt, kiểu dáng cho có, nhìn cứ như hàng fake ấy.",NEG,2,
Nói chùn là rất ưng ạ ❤️.,POS,5,
Hang ko giong hinh.,NEG,1,
Cám ơn shop.,POS,4,
Sẽ ủng hộ dài.,POS,4,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, chất vải thích, hàng giống ảnh, rất oki, đáng tiền.",POS,5,
Nhất định sẽ quay lại!,POS,5,
Áo đẹp mà chất vải cũng ok.,POS,4,
gui ma rat nhanh.,POS,5,
So với giá tiền thì ổn. 52kg mặc cái rộng cái vừa?!?!?!?!?,NEG,2,
Shop phục vụ rất tốt nhưng hơi lâu.,POS,4,
Nhưng gửi sai size sản phẩm đẹp đóng gói ok.,NEG,2,
Giao hàng rất chuẩn.,POS,4,
Móc rất chắc.,POS,5,
Vừa nhận được hàg là fb luôn đây 😌.,NEU,3,
Chất lượng sản phẩm tuyệt vời So với giá cả.,POS,5,
Ưng ý lắm ạ.,POS,4,
Mong lần sau có size S để vừa người hơn .,POS,4,
Mặc dù có chút trục trặc về việc giao hàng nhưng chủ shop gọi điện nói chuyện rất lịch sự nên cũng cho qua được.,POS,4,
Shop nham lan khi đat mau xam trang shop giao mau xanh con hình mat cuoi thi lai la mat khóc nen hok thích.,NEG,2,
Sp ok chất lg tốt.,POS,4,
"Quần chiều dai Ok,hơi mỏng nhưng phù hợp vs gia tiền.",POS,4,
Sóng 4 g mà ở trong phòng là mạng H Còn ra ngoài ms 4G.,NEG,2,
Khá hài lòng với sp.,POS,4,
Mua của shop nhiều lần mà lần nào cũng ưng hết ý👍👍👍. chắc phải ủng hộ shop dài dài 😅😅.,POS,5,
"Giao hàng nhanh, chất vải đẹp, hài lòng.",POS,5,
"Áo còn đẹp hơn trong hình nữa, cám ơn shop!",POS,5,
Đường may không chắc Chất lượng sản phẩm tạm được.,NEU,3,
Hai mẫu áo 2 chất khác nhau.,NEG,2,
Giao ko đúng ý khách.,NEU,3,
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Shop phục vụ tạm được Shop phục vụ tạm được Giá cả chấp nhận được.,POS,4,
"Chất vải và kiểu áo đều ok, dễ mặc.",POS,5,
Chất lượng sản phẩm tuyệt vời mà hơi mỏng.,POS,4,
"Áo đẹp, con mình mặc vừa xinh luôn.",POS,5,
"Da đẹp, chất vải mịn bên trong nhiều ngăn rộng đừng đồ thoả thích.",POS,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,mau ma dep mh thich lam ln.",POS,5,
Shop làm em tốn tìn mua áo mới rồi .,NEG,1,
"Đóng gói sản phẩm rất đẹp và chắc chắn, Chất lượng sản phẩm tuyệt vời.",POS,5,
Hình 1 kiểu đến lúc nhận hàng 1 kiểu.,NEG,1,
"Chất vải áo,quần tạm được.",POS,4,
"Chất lượng tốt so với giá tiền, m dc tặng mã gg còn có 50k/bộ 😅 , mọi ng nên đặt màu dâu tây nha, vải dày vs đường chỉ đẹp hơn ý , bạn nào tròn tròn mặc vừa xinh.",POS,4,
Cảm ơn shop!,POS,5,
"Mình ở ĐN 12h trưa hôm trc đặt hàng, 3h chiều hôm sau tới tay luôn.",POS,4,
Balo to cực mình rất thích.,POS,4,
Hàng đẹp nhe!!!,POS,4,
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, Giày lúc đầu nhìn ok đến lúc mang thì mới để ý bị gãy mất chỗ thắt giày, nhắn tin cho shop nhưng shop không trả lời giày đẹp nhưng hơi thất vọng 1 tí.",NEU,3,
Đẹp lắm ạ😍😍😍 Shop phục vụ rất tốt.,POS,5,
Thời gian giao hàng rất nhanh .Chất lượng sản phẩm tuyệt vời.,POS,5,
Quan bi thư loại vải xấu k giong hinh.,NEG,1,
"Khá oke,,,quần hơi chật.",POS,4,
Chất lượng sản phẩm tạm được.,NEU,3,
Shop phục vụ rất tốt .,POS,5,
Chủ shop rep tin nhắn khá nhiệt tình 😍😍.,POS,4,
Chất dày... 4xl chun hơi căng vs mình...,POS,4,
"Váy rất ưng, vải hơi mỏng nhưng from đc - k có thắt lưng shop vẫn trả tiền lại đánh giá cao điều này.",POS,5,
"Mình rất hài lòng, cảm ơn shop.",POS,5,
Khác hình quá.,NEG,1,
Áo Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,
Chất lượng sản phẩm tuyệt Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
"Màu son đẹp, tự nhiên.",POS,5,
"đóng gói kĩ , đẹp, chất lượng.",POS,5,
Form cũng ko rộng lắm đâu n áo đẹp.,POS,4,
Vải cũng đc.,NEU,3,
Tren hinh thi dính ngoc trai tren vai khi nhan thi dính ngoc trai o tay ao vai khô cứng mặc rat hầm nong.,NEG,2,
Tot so voi gia.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Nhưng đánh giày chưa đc trắng lắm :).,NEU,3,
Nói chung là tốt so với giá.,NEU,3,
Tiếc là loại này có gọng.,POS,4,
Đồ nhỏ xíu không mặc được.,NEG,1,
Vải ok.hơi mỏng xíu.,POS,4,
Nhớ mua bất cứ thứ gì trên shoppe thì quay clip lại để có bằng chứng mà phốt ngta.,NEG,1,
Đẹp.,POS,5,
Thôi để tiền mua cái khôn cũng đc.,NEU,3,
"cũng ok, đi đau chân.",NEG,2,
"Đã mua lần 2 ở đây, ny bảo mặc dáng này đẹp hơn dáng đồ ngủ bt nên mua tiếp.",POS,5,
Chất liệu tốt giống như hình mẫu.,POS,5,
Size áo ko chính xác.,NEU,3,
Rất đáng tiền .,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
áo rất đẹp ^^ và giao hàng nhanh nữa ạ :)).,POS,5,
Thái độ của shop rất tốt nên vẫn cho 5 sao.,POS,5,
Đáng đồng tiền Đáng đồng tiền.,POS,5,
Tư vấn thì nhiệt tình.,POS,5,
Chất cotton dày dặn.,POS,5,
Áo đẹp ạ ❤❤❤ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Áo ok.,POS,4,
Recommend!!,POS,5,
Rất đẹp.,POS,5,
Ưng nhất.,POS,5,
Cho 3 sao vì đã nói trước là giúp mình cắt dây đeo là 6 6 rồi nhưng không cắt.,NEG,2,
Áo mặc lên tây lắm :)) chất vải dày dặn.,POS,4,
hộp hơi xấu nhé.,NEU,3,
Ăn ngon nhưng cay quá.,NEU,3,
Tạm chap nhận đc.,POS,4,
😌.,NEG,1,
Form áo nhỏ chứ ko phải áo dáng rộng.,NEG,2,
hay là mình bỏ 1 viên ít quá.,NEU,3,
Mình cá là với sản phẩm này ở shop khác có thể lên tầm 150k ý.,NEU,3,
Chat lieu rat ok.,POS,5,
Giao hàng nhanh.,POS,4,
Nhưng áo to quá.,NEG,1,
"Chủ shop nch cực nhiệt tình và dễ thương lắm luôn á, lại còn tự tay viết thiệp và tặng kèm quà nữa, hihi.",POS,4,
Tay áo xấu vãi.,POS,4,
Chất lượng sp kém. hàng gửi về chưa gì đã rách,NEG,1,
Chất lượng sản phẩm tạm được Màu k giống hình.,NEU,3,
So vs giá xiền thì quá oki oy ạ.,POS,5,
"Chất lượng ổn nhưng k bằng quần giống y vậy 20k/cái ạ, vì tiền nào của nấy mà.",NEU,3,
Vãi mõng.,NEU,3,
😋😋😋.,POS,5,
áo len mềm mịn đẹp lắm mn ạ. biết thế mình mua 2 cái bõ tiền ship.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Áo mặc không ôm ngực.,NEG,2,
Hàng đóng gói kỹ.,POS,4,
Áo lót các thứ form đẹp dáng đẹp chỉ riêng mua cái quạt cầm tay cho bé con mà dơ bám bụi đóng mốc kinh khủng.,NEU,3,
Sản phẩm giống hình như vải hơi mỏng mặc hơi sót ko đc mềm vải như mình nghĩ.,POS,4,
Chất vải ok Rất đáng tiền.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Giá cả phải chăng.,POS,5,
Nhưng tôi kg hài lòng về nhân viên giao hàng.,NEG,1,
Tại sao lại không có 😤😤😤😤.,NEG,1,
"Túi thì ok những chỉ buồn cái là , mình có note là giao 3 cái màu đen mình củng có nt nói , mà shop giao cho mình 3 cái 3 màu khác nhau , nên k vui cho lắm.",NEG,2,
Mọi nguoi cũng đừng nên mua.,NEG,2,
Quần đen hơi rộng còn cái màu trắng may túi màu cam nên mang vào hơi kì nhưng nói chung là cũng tạm được.,NEU,3,
Áo dày nên mặc rất ấm 😍 vải cũng rất đẹp💕 Chất lượng sản phẩm tuyệt vời.,POS,5,
Vải dày đẹp.,POS,4,
Mua ở đâu.,NEU,3,
Hihi.,NEU,3,
#ERROR!,POS,4,
Phù hợp vs giá tiền.,POS,4,
Bt cx ok nhưng tạm.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,POS,5,
Shop phục vụ rất kém.,NEG,1,
"Áo nhìn xinkk cực mặc vô k bị nóng mà còn mát nữa ~~ shop tư vấn nhiệt tình and cute vãi tèooo 💕 giao hàng nhanh , bưu phẩm nhìn gọn gàng thích xĩuuuu >< ❤️.",POS,5,
"Thời gian giao hàng rất nhanh, ao giong hinh.",POS,4,
Quần chất đẹp lắm shop...,POS,5,
Cảm ơn shop rất nhiều.,POS,5,
Vảy dày đẹp rất đáng tiền.,POS,5,
Chân gen hơi bé nhưng shop phục vụ tốt đổi nhiệt tình.,POS,5,
cũng dc so với giá tiền.,POS,4,
Đóng gói sản phẩm xấu.,NEG,2,
áo hơi mỏng...,NEG,2,
"Chất lượng sản phẩm tuyệt vời, giao hàng rất nhanh.",POS,5,
"Chất lượng k tốt, vải mỏng bị lỗi nữa.",NEG,2,
màu cam đất rất đẹp sop ạ.,POS,4,
Chất lượng khá ổn!,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,5,
"Mình đặt 3sp mà chỉ nhận được 2sp, nt với shop thì bảo kt lại đơn hàng xong im lặng luôn.",NEG,2,
"Shop phục vụ rất kém, Chất lượng sản phẩm rất kém, Kh rep tin nhắm khách hàng khi hàng lỗi và muốn đổi lại 😡😡 Mong shop thấy và rep tin nhắn mình .",NEG,1,
E đặt áo hồng mà gửi trắng.,NEU,3,
E rất rất thik ạ.,POS,5,
Sẽ tiếp tục ủng hộ lâu dài.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Ngon bổ rẻ.,POS,5,
"Áo chữ in không phải thêu, tay ngắn không phải tay lỡ.",NEG,2,
"Tất rất là oke ạ, giá rẻ nữa chứ, rất ưng.",POS,5,
Nặng 49kg lấy size XL vừa luôn.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Chất lượng đến kiểu dáng đều rất đẹp ko uổng công mình đợi mòn mỏi đếm từng ngày từng ngày,,mình chụp bị dìm hàng thôi chớ ở ngoài đẹp lắm các bạn cứ yên tâm mua nhé,,còn được shop tặg kèm quà xinh xinh nữa cảm ơn nhìu ạ.",POS,5,
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt .,POS,5,
Shop cũng nhiệt tình.,POS,4,
Đúng mẫu đúng size.,POS,5,
Shop phục vụ khá tốt.,POS,5,
"Phù hợp vs giá tiền, quần hơi rộng.",NEU,3,
Chất vải xấu .,NEG,1,
Chất lượng sp okie.,POS,4,
"Vải áo đen nóng không cùng loại với vải áo trắng, chữ in cũng xấu hơn.",NEG,2,
Khóa hơi khó kéo nha shop.,NEG,1,
Thế này lại phải mua thường xuyên rồi.,POS,5,
"Cảm ơn shop , vì sự dễ thương nên có nhu cầu lần sau sẽ ủng hộ shop .",POS,5,
Chất lượng sản phẩm kém.sai màu.k giống trong hình.,NEG,1,
Mua nhiều được tặng quà xinh xinh.,POS,5,
Túi đẹp mà cứng cáp lắm 👍 Ông đực nhà mình cứ thích chui ra chui vào mãi.,POS,5,
Đã ăn thử và đang bán luôn ạ.,NEU,3,
"Giao do k dung mau,nt k tra loi,giao cho co de du so luong.",NEG,2,
"Vải hơi mỏng , không giống trong hình.",NEG,2,
Thanks.,POS,4,
Quoai áo màu trắng khôn gió trong ảnh lắm.,NEG,2,
Very good !,POS,4,
Đường chỉ lộ rõ ra ngoài.,NEG,2,
"Vải rất dày, đẹp.",POS,5,
"Shop phục vụ rất tốt, trả lời tin nhắn nhanh và tận tình.",POS,4,
"Nên lấy hơn size để mặc cho thoải mái, chất vải tạm ổn, đường may hok đẹp.",NEG,2,
Cảm ơn shop ạ.,POS,4,
"Giao hanh nhanh, dog goi sp can than, chat luong thi chua an thu nen chua biet:).",POS,5,
Tuy nhiên do lần đầu order đơn hàng của mình bị sót nên mình rất thất vọng.,NEG,2,
Cũng may order lần 2 mọi thứ đều ok.,POS,4,
Thoáng mát.,POS,4,
"Quảng cáo chai 1 lít, giá 105k.",NEG,2,
Sẽ ủng hộ shop tiếp.,POS,4,
"Chất dày dặn rất ưng ý, thêu nét.",NEU,3,
Hàng K như mong muốn.,NEU,3,
Giá rẻ.shop phục vụ tốt sẽ còn ủng hộ.,POS,4,
Sản phẩm bình thường.,NEU,3,
Ko mua hơi phí.,POS,4,
đặt 1 màu giao 1 màu.chán thật.,NEU,3,
Size bé quá shop ơi.,POS,4,
Chất lượng sản phẩm tuyệt vời nhưng maˋ miˋnh mặc bị rộng :v.,POS,4,
Váy k giống hình.,NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Đẹp hơn trong hình lun.,POS,5,
Đáng đồng tiền bát gạo luônn.,POS,5,
Rất dễ thương luôn.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền. quần giống y hình. đẹp.,POS,5,
Áo hơi mỏng so với mình mua ở ngoài.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn .,POS,5,
Áo chất cũng không đc đẹp lắm !,NEG,2,
"Áo đẹp, shop nhiệt tình tư vấn :-).",POS,4,
Chất liệu mỏng quá.,NEG,2,
Thích lắm.,POS,5,
Vải đẹp .,POS,5,
Màu nhạt hơn ảnh chút.,POS,4,
Đẹp hơn mong đợi.,POS,4,
Bị bay màu.,NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh túi hàng màu xanh xịn xò ghê =))) còn được tặng thêm chiếc vòng siu đáng iu 😍😍.,POS,5,
"Giá rẻ, len mềm và lên form đẹp lắm nhé.",POS,4,
"Mình 39 ký mặc vừa, form đẹp.",POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Vãi mỏng.,NEU,3,
Chất lượng sản phẩm k ưng.,NEG,2,
"Áo đẹp,vải dày dặn thoáng mát.lần sau sẽ ủng hộ nhiều hơn nếu giảm giá thêm nữa.",POS,5,
Đúng mẫu chất vải đẹp.,POS,5,
Cám ơn shop rất nhiều!!,POS,5,
Cảm ơn shop.^^.,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
Bỏ công chờ đợi 2 tuần.,POS,5,
"Chất lượng vải k giống hình , quá mỏng k ma.",NEG,2,
"Kiểu đẹp, nhưng nơ ko đẹp.",POS,4,
Giao hàng đầy đủ.,POS,4,
Mới nhận về sạc ko lên cứ 1 vạch nản mình bộ đội ko ra ngoài đc .,NEG,1,
"Mà Bánh thì bị bể hơn 1 nửa luôn, cái này chắc do vận chuyển...",NEG,2,
Áo rất đẹp.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Áo quá dài.,NEG,2,
SP ok.,POS,5,
Chất lượng sản phẩm quá tuyệt vời Quá đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Shop hỗ trợ khách hàng cực kỳ tốt 👍👍👍.,POS,5,
Thời gian giao hàng nhanh.vẫn cho shop 5 sao.,POS,4,
Sẽ ủng hộ shop dài lâu.,POS,5,
"Giao thiếu hàng cho khách, nhắn tin cả tuần không trả lời.",NEG,2,
Rất ưng í về sản phẩm.chất vải mát.thời gian giao hàng nhanh.chủ shop nhiệt tình.,POS,5,
Đợt này ko thơm như mỏi lần.,NEU,3,
"Áo chất tương đối tốt, mềm, mặc okie lắm.",POS,5,
"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh, siêu hài lòng.",POS,5,
"Đáng tiền, lau rất sạch, phụ kiện sẳn có, rẻ, dễ sử dụng, ko cần biết tiếng Trung vẫn xài ok.",POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,POS,5,
Giờ chẳng mang đc bỏ hết 180k uổng.,NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất lượng sản phẩm tuyệt vời tuy vải còn hơi cứng ..,POS,5,
Sẽ ủng hộ shop lâu dài.,POS,5,
Có đệm ko khí cảm thấy khá êm.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Chất lượng sản phẩm tuyệt vời chất siêu đẹp, hàng korea.",POS,5,
Thank.,POS,5,
Thuốc vật quá chịu không nổi.,NEG,2,
